MATCH,HALF,POSS,TEAM,OPP,SOURCE,START,END,LOST,SOURCE NOTE,LOST NOTE
40,2,11,JPN,PHL,Reclaim,10,14,TRY,,
40,2,12,JPN,PHL,Reclaim,10,14,TRY,,
40,2,13,PHL,JPN,Restart,6,8,Counter ruck,,
40,2,14,JPN,PHL,Counter ruck,8,15,TRY,,
41,1,1,ZIM,SAM,Restart,5,15,TRY,,
41,1,2,SAM,ZIM,Restart,4,4,Maul,,
41,1,3,ZIM,SAM,Scrum,12,11,HE,,HE: knock on
41,1,4,SAM,ZIM,Scrum,5,14,TRY,,
41,1,5,SAM,ZIM,Reclaim,7,7,PEN,,PEN: not releasing
41,1,6,ZIM,SAM,PK,9,14,HE,PK: not releasing,HE: knock on
41,1,7,SAM,ZIM,Scrum,2,14,TRY,,
41,2,8,ZIM,SAM,Reclaim,12,9,Intercept,,
41,2,9,SAM,ZIM,Intercept,7,7,HE,,HE: ball lost  to touch
41,2,10,ZIM,SAM,Line out,9,14,TRY,,
41,2,11,SAM,ZIM,Restart,4,7,HE,,HE: lost fwd in tackle
41,2,12,ZIM,SAM,Intercept,9,13,TRY,,
41,2,13,SAM,ZIM,Restart,1,13,TRY,,
41,2,14,SAM,ZIM,Reclaim,10,14,PT,,PT: obstruction
42,1,1,ARG,USA,Reclaim,11,10,Maul,,
42,1,2,USA,ARG,Scrum,6,5,HE,,HE: knock on
42,1,3,ARG,USA,Scrum,11,14,Counter ruck,,
42,1,4,USA,ARG,Counter ruck,2,2,Kick,,
42,1,5,ARG,USA,Kick,9,13,TRY,,
42,1,6,USA,ARG,Restart,4,4,Kick,,
42,1,7,ARG,USA,Line out,4,4,Line out stolen,,
42,1,8,USA,ARG,Line out stolen,12,14,TRY,,
42,1,8,ARG,USA,FK,8,14,TRY,FK: restart direct to touch,
42,2,9,USA,ARG,Reclaim,12,7,HE,,HE: knock on
42,2,10,ARG,USA,Scrum,9,13,TRY,,
42,2,11,ARG,USA,Reclaim,8,6,Intercept,,
42,2,12,USA,ARG,Intercept,10,13,Intercept,,
42,2,13,ARG,USA,Intercept,3,15,TRY,,
42,2,14,USA,ARG,FK,8,14,HE,FK: ahead of kicker,HE: ball lost fwd in tackle
42,2,15,ARG,USA,Scrum,2,7,HE,,HE: knock on
43,1,1,POR,SCO,Scrum,11,15,PEN,Scrum: knocked on restart,PEN: not releasing
43,1,2,SCO,POR,PK,1,14,TRY,,PK: not releasing
43,1,3,POR,SCO,Restart,5,10,PEN,PEN: not releasing,
43,1,4,SCO,POR,PK,6,9,Line out stolen,,
43,1,5,POR,SCO,Line out stolen,7,14,Kick,,
43,1,6,SCO,POR,Kick,2,6,HE,,HE: knock on
43,1,7,POR,SCO,Scrum,7,12,Intercept,,
43,1,8,SCO,POR,Intercept,4,15,TRY,,
43,2,9,POR,SCO,Restart,5,5,Maul,,HE: lost fwd in tackle
43,2,10,SCO,POR,Scrum,11,13,HE,,HE: knock on
43,2,11,POR,SCO,Scrum,3,11,HE,,
43,2,12,SCO,POR,Intercept,5,8,Kick,,
43,2,13,POR,SCO,Kick,1,8,Kick,,
43,2,14,SCO,POR,Kick,4,7,Kick,,
43,2,15,POR,SCO,Kick,3,8,HE,,HE: fwd pass
43,2,16,SCO,POR,Scrum,8,13,TRY,,
43,2,17,POR,SCO,Line out,4,5,HE,,HE: knock on
44,1,1,CAN,TON,Reclaim,11,14,Poached,,
44,1,2,TON,CAN,Poach,2,3,HE,,HE: knock on
44,1,3,CAN,TON,Scrum,10,12,Kicked to touch,,
44,1,4,TON,CAN,Line out,1,14,Poached,,
44,1,5,CAN,TON,Poach,2,13,TRY,,
44,1,6,TON,CAN,Restart,8,8,Intercept,,
44,1,7,CAN,TON,Intercept,8,14,TRY,,
44,1,8,TON,CAN,Restart,5,11,HE,,HE: knock on
44,1,9,CAN,TON,Intercept,5,14,Intercept,,
44,1,10,TON,CAN,Intercept,2,2,Intercept,,
44,1,11,CAN,CAN,Intercept,14,14,HE,,HE: fwd pass
44,2,12,CAN,TON,FK,5,14,TRY,FK: scrum early engage,
44,2,13,TON,CAN,Restart,6,6,Tackled to touch,,
44,2,14,CAN,TON,Line out,10,13,TRY,,
44,2,15,TON,CAN,Restart,6,6,PEN,,PEN: diving over
44,2,16,CAN,TON,PK,10,14,HE,PK: diving over,HE: knock on
44,2,17,TON,CAN,Scrum,2,9,Tackled to touch,,
44,2,18,CAN,TON,Line out,7,9,Poached,,
44,2,19,TON,CAN,Poach,7,10,Intercept,,
44,2,20,CAN,TON,Intercept,6,6,Tackled to touch,,
45,1,1,FIJ,RSA,Line out,4,6,PEN,Line out: restart to touch,PEN: diving over
45,1,2,RSA,FIJ,PK,10,15,TRY,PK: diving over,
45,1,3,FIJ,RSA,Restart,4,3,HE,,HE: ball lost  to touch
45,1,4,RSA,FIJ,Line out,13,14,HE,,HE: lost fwd in tackle
45,1,5,FIJ,RSA,Intercept,2,8,HE,,HE: fwd pass
45,1,6,RSA,FIJ,Scrum,8,8,Scrum lost,,
45,1,7,FIJ,RSA,Scrum won,8,15,Tackled to touch,,
45,1,8,RSA,FIJ,Line out,1,2,Kick,,
45,1,9,FIJ,RSA,Kick,8,13,TRY,,
45,1,10,FIJ,RSA,Reclaim,11,14,TRY,,
45,2,11,RSA,FIJ,Scrum,6,7,HE,Scrum: knocked on restart,HE: ball lost fwd in tackle
45,2,12,FIJ,RSA,Scrum,9,7,HE,,HE: knock on
45,2,13,RSA,FIJ,FK,9,11,PEN,FK: scrum early engage,PEN: diving over
45,2,14,FIJ,RSA,PK,5,10,Line out stolen,PK: diving over,
45,2,15,RSA,FIJ,Line out stolen,6,13,PEN,,PEN: not releasing
45,2,16,FIJ,RSA,PK,3,0,Kicked to touch,PK: not releasing,
45,2,17,RSA,FIJ,Line out,1,2,Kick,,
45,2,18,FIJ,RSA,Kick,7,7,PEN,,PEN: not releasing
45,2,19,RSA,FIJ,PK,9,13,TRY,PK: not releasing,
45,2,20,FIJ,RSA,Restart,5,5,Kicked to touch,,
46,1,1,NZL,WAL,Restart,6,8,HE,,HE: knock on
46,1,2,WAL,NZL,Scrum,8,14,HE,,HE: knock on
46,1,3,NZL,WAL,Scrum,2,14,TRY,,
46,1,4,WAL,NZL,Restart,3,3,Kicked to touch,,
46,1,5,NZL,WAL,Line out,4,14,TRY,,
46,1,6,WAL,NZL,Restart,3,15,TRY,,
46,2,7,WAL,NZL,Restart,2,5,PEN,,PEN: not releasing
46,2,8,NZL,WAL,PK,11,13,PEN,PK: not releasing,PEN: diving over
46,2,9,WAL,NZL,PK,3,7,Kick,PK: diving over,
46,2,10,NZL,WAL,Kick,3,14,TRY,,
46,2,11,NZL,WAL,Reclaim,10,13,TRY,,
46,2,12,WAL,NZL,Restart,3,11,PEN,,PEN: not releasing
46,2,13,NZL,WAL,PK,5,9,PEN,PK: not releasing,PEN: off side
46,2,14,WAL,NZL,PK,7,14,PEN,PK: offside,PEN: diving over
46,2,15,NZL,WAL,PK,2,15,PEN,PK: diving over,PEN: diving over
46,2,16,WAL,NZL,PK,1,13,TRY,,
47,1,1,AUS,ENG,Restart,5,11,Intercept,,
47,1,2,ENG,AUS,Intercept,5,14,TRY,,
47,1,3,ENG,AUS,Reclaim,11,12,Poached,,
47,1,4,AUS,ENG,Poach,4,8,Intercept,,
47,1,5,ENG,AUS,Intercept,8,14,TRY,,
47,1,6,ENG,AUS,Reclaim,11,10,Tackled to touch,,
47,1,7,AUS,ENG,Line out,6,6,Poached,,
47,1,8,ENG,AUS,Poach,10,14,TRY,,
47,1,9,AUS,ENG,Restart,5,7,Intercept,,
47,1,10,ENG,AUS,Intercept,9,15,Tackled to touch,,
47,1,11,AUS,ENG,PK,2,9,Kick,PK: illegal touching in line out,
47,2,12,AUS,ENG,Reclaim,14,13,TRY,,
47,2,12,ENG,AUS,Restart,1,2,Kicked to touch,,
47,2,13,AUS,ENG,Line out,7,12,HE,,HE: knock on
47,2,14,ENG,AUS,Scrum,4,2,Intercept,,
47,2,15,AUS,ENG,Intercept,14,14,TRY,,
47,2,16,AUS,ENG,Scrum,12,13,TRY,Scrum: knocked on restart,
47,2,17,AUS,ENG,Reclaim,11,14,HE,,HE: knock on
47,2,18,ENG,AUS,Intercept,2,4,Kicked to touch,,
47,2,19,AUS,ENG,Line out,6,12,Line out stolen,,
47,2,20,ENG,AUS,Line out won,4,4,PEN,,PEN: not releasing
47,2,21,AUS,ENG,PK,12,11,HE,PK: not releasing,HE: knock on
47,2,22,ENG,AUS,Intercept,8,9,HE,,HE: ball lost  to touch
48,1,1,KEN,FRA,FK,8,8,HE,FK: restart direct to touch,HE: knock on
48,1,2,FRA,KEN,Scrum,8,15,TRY,,
48,1,3,KEN,FRA,Restart,5,14,TRY,,
48,1,4,FRA,KEN,Scrum,5,13,TRY,Scrum: knocked on restart,
48,1,5,FRA,KEN,Reclaim,11,13,Maul,,
48,2,6,FRA,KEN,Restart,5,8,Kick,,
48,2,7,KEN,FRA,Kick,6,13,TRY,,
48,2,8,FRA,KEN,Restart,6,11,Counter ruck,,
48,2,9,KEN,FRA,Counter ruck,5,13,TRY,,
48,2,10,FRA,KEN,FK,8,14,TRY,FK: restart not 10,
48,2,11,FRA,KEN,Scrum,11,10,HE,Scrum: knocked on restart,HE: knock on
48,3,12,KEN,FRA,Reclaim,11,15,PEN,,PEN: not releasing
48,3,13,FRA,KEN,PK,1,7,Maul,PK: not releasing,
48,3,14,KEN,FRA,Scrum,9,9,Scrum lost,,
48,3,15,FRA,KEN,Scrum won,7,7,PEN,,PEN: hands in ruck
48,3,16,KEN,FRA,PK,9,12,TRY,PK: hands in ruck,
URU,1,1,URU,RUS,Restart,5,7,HE,,HE: knock on
49,1,2,RUS,URU,Scrum,9,14,TRY,,
49,1,3,URU,RUS,Restart,5,5,HE,,HE: knock on
49,1,4,RUS,URU,Scrum,11,11,HE,,HE: knock on
49,1,5,URU,RUS,FK,5,5,Kick,FK: unbinding in scrum,
49,1,6,RUS,URU,Kick,2,15,TRY,,
49,1,7,URU,RUS,Line out,6,2,HE,Line out: restart to touch,HE: knock on
49,1,8,RUS,URU,Scrum,14,14,TRY,,
49,2,9,RUS,URU,Restart,6,14,TRY,,
49,2,10,URU,RUS,Restart,4,7,Line out infraction,,Line out: not straight
49,2,11,RUS,URU,FK,9,15,TRY,FK: line out infraction,
49,2,12,URU,RUS,Restart,3,6,Intercept,,
49,2,13,RUS,URU,Intercept,10,13,TRY,,
50,1,1,JPN,GEO,Restart,4,4,HE,,HE: knock on
50,1,2,GEO,JPN,Scrum,12,15,HE,,HE: knock on
50,1,3,JPN,GEO,Scrum,1,12,HE,,HE: ball lost  to touch
50,1,4,GEO,JPN,Line out,4,8,HE,,HE: lost fwd in tackle
50,1,5,JPN,GEO,PK,8,11,HE,PK: Scrum,HE: knock on
50,1,6,GEO,JPN,Scrum,5,14,TRY,,
50,1,7,JPN,GEO,Restart,4,4,Counter ruck,,
50,1,8,GEO,JPN,Counter ruck,12,13,TRY,,
50,2,9,GEO,JPN,Restart,4,7,HE,,HE: knock on
50,2,10,JPN,GEO,Scrum,9,14,TRY,,
50,2,11,GEO,JPN,Restart,6,14,TRY,,
50,2,12,JPN,GEO,Restart,5,13,TRY,,
50,2,13,JPN,GEO,Reclaim,10,14,TRY,,
50,2,14,JPN,GEO,Reclaim,10,11,PG,,
51,1,1,SAM,ARG,Restart,4,6,Tackled to touch,,
51,1,2,ARG,SAM,Line out,10,14,TRY,,
51,1,3,SAM,ARG,PK,5,13,Tackled to touch,PK: obstruction,
51,1,4,ARG,SAM,Line out,3,2,Kick,,
51,1,5,SAM,ARG,Kick,8,12,Counter ruck,,
51,1,6,ARG,SAM,Counter ruck,4,14,TRY,,
51,1,7,SAM,ARG,Restart,5,10,HE,,HE: lost fwd in tackle
51,1,8,ARG,SAM,Scrum,6,6,Kicked to touch,,
51,2,9,SAM,ARG,Reclaim,8,13,TRY,,
51,2,10,SAM,ARG,Scrum,11,15,TRY,Scrum: knocked on restart,
51,2,11,ARG,SAM,Restart,6,6,PEN,,PEN: hands in ruck
51,2,12,SAM,ARG,PK,10,15,Kick,PK: hands in ruck,
51,2,13,ARG,SAM,Kick,1,1,HE,,HE: lost fwd in tackle
51,2,14,SAM,ARG,Scrum,15,15,PEN,,PEN: not releasing
51,2,15,ARG,SAM,Line out,7,13,HE,,HE: knock on
51,2,16,SAM,ARG,Scrum,3,8,HE,,HE: lost fwd in tackle
51,2,17,ARG,SAM,Intercept,8,8,Intercept,,
51,2,18,SAM,ARG,Intercept,8,15,TRY,,
52,1,1,CAN,SCO,Reclaim,10,13,HE,,HE: ball lost  to touch
52,1,2,SCO,CAN,Scrum,3,8,HE,,HE:knock on
52,1,3,CAN,SCO,Scrum,8,7,Intercept,,
52,1,4,SCO,CAN,Intercept,9,8,Kicked to touch,,
52,1,5,CAN,SCO,Kick,5,5,PEN,,PEN: not rolling away
52,1,6,SCO,CAN,PK,11,14,TRY,PK: not rolling away,
52,1,7,CAN,SCO,PK,5,8,HE,PK: illegal contact on restart,HE: knock on
52,1,8,SCO,CAN,Scrum,8,11,Maul,,
52,1,9,CAN,SCO,Scrum,5,5,Scrum lost,,
52,1,10,SCO,CAN,Scrum won,11,13,HE,,HE: knock on
52,2,11,CAN,SCO,Restart,5,14,TRY,,
52,2,12,SCO,CAN,FK,8,8,PEN,FK: restart not 10,PEN: not releasing
52,2,13,CAN,SCO,PK,8,14,TRY,PK: not releasing,
52,2,14,SCO,CAN,Restart,6,8,Poached,,
52,2,15,CAN,SCO,Poach,8,14,TRY,,
52,2,16,CAN,SCO,Scrum,11,9,Intercept,Scrum: knocked on restart,
52,2,17,SCO,CAN,Intercept,7,7,Intercept,,
52,2,18,CAN,SCO,Intercept,9,9,Tackled to touch,,
52,2,19,SCO,CAN,Line out,7,8,HE,,HE: knock on
53,1,1,NZL,FIJ,Restart,3,4,HE,,HE: ball lost  to touch
53,1,2,FIJ,NZL,Scrum,12,12,Scrum lost,,
53,1,3,NZL,FIJ,Scrum won,4,13,TRY,,
53,1,4,FIJ,NZL,Restart,5,5,PEN,,PEN: obstruction
53,1,5,NZL,FIJ,PK,11,13,TRY,,
53,1,6,FIJ,NZL,Line out,1,7,Line out stolen,Line out: restart to touch,
53,1,7,NZL,FIJ,Line out won,9,13,TRY,,
