MATCH,HALF,POSS,TEAM,OPP,SOURCE,START,END,LOST,SOURCE NOTE,LOST NOTE,,,,,,
40,2,11,SAM,RSA,Intercept,4,4,PEN,,PEN: ball carrier not releasing,,,,,,
40,2,12,RSA,SAM,PK,12,13,Poached,PK: ball carrier not releasing,,,,,,,
40,2,13,SAM,RSA,Poach,3,8,Poached,,,,,,,,
40,2,14,RSA,SAM,Poach,8,8,Intercept,,,,,,,,
40,2,15,SAM,RSA,Intercept,8,14,TRY,,TRY: converted,,,,,,
40,2,16,RSA,SAM,Line out,1,1,Line out stolen,Line out: restart kicked to touch,,,,,,,
40,2,17,SAM,RSA,Line out stolen,15,14,TRY,,TRY: converted,,,,,,
41,1,1,CAN,KEN,Restart,3,12,PEN,,PEN: ball carrier not releasing,,,,,,
41,1,2,KEN,CAN,PK,4,5,Intercept,PK: ball carrier not releasing,Intercept: knocked fwd,,,,,,
41,1,3,CAN,KEN,Intercept,11,14,TRY,,TRY: converted,,,,,,
41,1,4,CAN,KEN,Reclaim,7,11,Kick,,,,,,,,
41,1,5,KEN,CAN,Kick,2,2,PEN,,PEN: diving over,,,,,,
41,1,6,CAN,KEN,PK,14,13,Counter ruck,PK: diving over,,,,,,,
41,1,7,KEN,CAN,Counter ruck,3,3,Kick,,,,,,,,
41,1,8,CAN,KEN,Kick,14,15,TRY,,TRY: converted,,,,,,
41,1,9,CAN,KEN,Scrum,12,15,Tackled to touch,Scrum: knocked on restart,,,,,,,
41,1,10,KEN,CAN,Line out,1,14,TRY,,TRY: converted,,,,,,
41,1,11,CAN,KEN,Restart,3,3,Kick to touch,,,,,,,,
41,2,12,CAN,KEN,Reclaim,7,14,TRY,,TRY: converted,,,,,,
41,2,13,KEN,CAN,Scrum,6,6,PEN,Scrum: knocked on restart,PEN: ball carrier not releasing,,,,,,
41,2,14,CAN,KEN,PK,10,15,TRY,PK: ball carrier not releasing,TRY: converted,,,,,,
41,2,15,CAN,KEN,Reclaim,12,13,TRY,,,,,,,,
41,2,16,KEN,CAN,Restart,5,5,PEN,,PEN: ball carrier not releasing,,,,,,
41,2,17,CAN,KEN,PK,11,10,PEN,PK: ball carrier not releasing,PEN: playing the man off the ball,,,,,,
41,2,18,KEN,CAN,PK,6,2,Poached,PK: playing the man off the ball,,,,,,,
41,2,19,CAN,KEN,Poach,14,14,TRY,,TRY: converted,,,,,,
42,1,1,USA,FRA,Restart,5,6,PEN,,PEN: ball carrier not releasing,,,,,,
42,1,2,FRA,USA,PK,10,10,PEN,PK: ball carrier not releasing,PEN: side entry,,,,,,
42,1,3,USA,FRA,PK,6,13,TRY,PK: side entry,,,,,,,
42,1,4,FRA,USA,Restart,5,7,Counter ruck,,,,,,,,
42,1,5,USA,FRA,Counter ruck,9,13,Tackled to touch,,,,,,,,
42,1,6,FRA,USA,Line out,3,5,PEN,Line out: quick,PEN: hands in the ruck,,,,,,
42,1,7,USA,FRA,PK,11,15,TRY,PK: hands in the ruck,,,,,22,,
42,1,8,FRA,USA,Restart,4,11,PEN,,PEN: collapsing the ruck,,,,Counter ruck,,
42,1,9,USA,FRA,PK,5,14,TRY,PK: collapsing the ruck,TRY: converted,,,,FK,,
42,2,10,FRA,USA,Restart,4,15,TRY,,,,,,Intercept,,
42,2,11,USA,FRA,Restart,4,6,HE,,HE: ball thrown to touch,,,,Kick,,
42,2,12,FRA,USA,PK,10,15,TRY,PK: ball thrown away out of play,,,,,Line out,,
42,2,13,USA,FRA,Restart,6,4,HE,,HE: ball thrown to touch,,,,Line out stolen,,
42,2,14,FRA,USA,Line out,12,13,TRY,,,,,,PK,,
42,2,15,USA,FRA,Restart,6,14,TRY,,TRY: converted,,,,Poach,,
42,2,16,USA,FRA,Reclaim,5,13,TRY,,TRY: converted,,,,PT,,
43,1,1,NZL,ARG,Restart,6,15,TRY,,TRY: converted,,,,Scrum,,
43,1,2,NZL,ARG,Reclaim,12,13,TRY,,,,,,Scrum stolen,,
43,1,3,NZL,ARG,Scrum,11,15,TRY,Scrum: knocked on restart,,,,,Restart,,
43,1,4,ARG,NZL,Restart,8,11,Poached,,,,,,Reclaim,,
43,1,5,NZL,ARG,Poach,5,15,TRY,,,,,,,,
43,1,6,ARG,NZL,Restart,5,9,Counter ruck,,,,,,,,
43,1,7,NZL,ARG,Counter ruck,7,13,TRY,,TRY: converted,,,,,,
43,2,8,NZL,ARG,Reclaim,12,4,Tackled to touch,,,,,,,,
43,2,9,ARG,NZL,Line out,12,12,Line out stolen,,,,,,,,
43,2,10,NZL,ARG,Line out stolen,4,14,TRY,,TRY: converted,,,,,,
43,2,11,NZL,ARG,Reclaim,11,11,Intercept,,Intercept: knocked fwd,,,,,,
43,2,12,ARG,NZL,Intercept,5,14,TRY,,TRY: converted,,,,,,
43,2,13,NZL,ARG,Restart,5,5,Intercept,,Intercept: knocked fwd,,,,,,
43,2,14,ARG,NZL,Intercept,11,14,TRY,,TRY: converted,,,,,,
43,2,15,ARG,NZL,Reclaim,11,12,Kick,,,,,,,,
43,2,16,NZL,ARG,Kick,1,1,Tackled to touch,,,,,,,,
43,1,17,ARG,NZL,Line out,15,14,Intercept,,Intercept: knocked fwd,,,,,,
43,1,18,NZL,ARG,Intercept,2,2,PEN,,PEN: hands in the ruck,,,,,,
43,1,19,ARG,NZL,PK,15,13,TRY,PK: hands in the ruck,TRY: converted,,,,,,
44,1,1,ENG,RSA,Restart,6,15,TRY,,TRY: converted,,,,,,
44,1,2,ENG,RSA,Reclaim,9,9,Counter ruck,,,,,,,,
44,1,3,RSA,ENG,Counter ruck,7,14,PEN,,PEN: hands in the ruck,,,,,,
44,1,4,ENG,RSA,PK,2,12,Kick,PK: hands in the ruck,,,,,,,
44,1,5,RSA,ENG,Kick,2,2,Intercept,,Intercept: knocked fwd,,,,,,
44,1,6,ENG,RSA,Intercept,14,14,TRY,,TRY: converted,,,,,,
44,1,7,ENG,RSA,Reclaim,12,13,TRY,,,,,,,,
44,2,8,RSA,ENG,Restart,5,14,Poached,,,,,,,,
44,2,9,ENG,RSA,Poach,2,7,Counter ruck,,,,,,,,
44,2,10,RSA,ENG,Counter ruck,9,13,PEN,,PEN: side entry,,,,,,
44,2,11,ENG,RSA,PK,3,12,Tackled to touch,PK: side entry,,,,,,,
44,2,12,RSA,ENG,Line out,4,5,PEN,,PEN: ball carrier not releasing,,,,,,
44,2,13,ENG,RSA,PK,11,11,Maul,PK: ball carrier not releasing,Maul: held up,,,,,,
44,2,14,RSA,ENG,Scrum,5,13,PEN,,PEN: ball carrier not releasing,,,,,,
44,2,15,ENG,RSA,PK,3,6,Line out stolen,PK: ball carrier not releasing,,,,,,,
44,2,16,RSA,ENG,Line out stolen,10,15,Tackled to touch,,,,,,,,
44,2,17,ENG,RSA,Scrum,1,8,Kick,,,,,,,,
44,2,18,RSA,ENG,Kick,8,8,Kick to touch,,,,,,,,
45,1,1,FIJ,SAM,Restart,5,15,TRY,,TRY: converted,,,,,,
45,1,2,SAM,FIJ,Restart,6,10,HE,,HE: knock on,,,,,,
45,1,3,FIJ,SAM,Scrum,6,14,TRY,,TRY: converted,,,,,,
45,1,4,SAM,FIJ,FK,8,5,Kick,FK: restart not 10,,,,,,,
45,1,5,FIJ,SAM,Kick,5,7,Tackled to touch,,,,,,,,
45,1,6,SAM,FIJ,Line out,9,8,PEN,,PEN: side entry,,,,,,
45,1,7,FIJ,SAM,PK,8,15,TRY,PK: side entry,,,,,,,
45,1,8,SAM,FIJ,Restart,6,5,HE,,HE: knock on,,,,,,
45,1,9,FIJ,SAM,Scrum,5,14,TRY,,TRY: converted,,,,,,
45,1,10,SAM,FIJ,Restart,5,14,TRY,,TRY: converted,,,,,,
45,2,11,SAM,FIJ,Line out,7,13,TRY,Line out: restart lost to touch by kicking team,,,,,,,
45,2,12,SAM,FIJ,Scrum,11,13,TRY,Scrum: knocked on restart,,,,,,,
45,2,13,FIJ,SAM,Restart,5,11,HE,,HE: knock on,,,,,,
45,2,14,SAM,FIJ,Scrum,5,14,TRY,,TRY: converted,,,,,,
45,2,15,FIJ,SAM,Restart,5,8,HE,,HE: fwd pass,,,,,,
45,2,16,SAM,FIJ,Scrum,8,7,PEN,,PEN: ball carrier not releasing,,,,,,
45,2,17,FIJ,SAM,PK,9,13,TRY,PK: ball carrier not releasing,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,16.9111111111,,,,,,,,,,,
